,capped_normalized_return,eval_episode_return,eval_frame_rate,eval_num_episodes,frame,human_gap,iteration,normalized_return,train_episode_return,train_exploration_epsilon,train_frame_rate,train_num_episodes,environment_name,seed
217,-1,-33.7,-1,-1,36000000,-1,-1,0.029239067098952652,-1,-1,-1,-1,pitfall,0
218,-1,-410.0,-1,-1,38000000,-1,-1,-0.026983012356008428,-1,-1,-1,-1,pitfall,0
219,-1,-22.4,-1,-1,40000000,-1,-1,0.030927372966189064,-1,-1,-1,-1,pitfall,0
220,-1,0.0,-1,-1,42000000,-1,-1,0.034274103180887784,-1,-1,-1,-1,pitfall,0
221,-1,-0.7,-1,-1,44000000,-1,-1,0.03416951786167845,-1,-1,-1,-1,pitfall,0
222,-1,0.0,-1,-1,46000000,-1,-1,0.034274103180887784,-1,-1,-1,-1,pitfall,0
223,-1,0.0,-1,-1,48000000,-1,-1,0.034274103180887784,-1,-1,-1,-1,pitfall,0
224,-1,-6.3,-1,-1,50000000,-1,-1,0.033332835308003766,-1,-1,-1,-1,pitfall,0
225,-1,-8.7,-1,-1,52000000,-1,-1,0.03297425707071462,-1,-1,-1,-1,pitfall,0
226,-1,-34.1,-1,-1,54000000,-1,-1,0.029179304059404467,-1,-1,-1,-1,pitfall,0
227,-1,-10.9,-1,-1,56000000,-1,-1,0.032645560353199564,-1,-1,-1,-1,pitfall,0
228,-1,-25.4,-1,-1,58000000,-1,-1,0.030479150169577626,-1,-1,-1,-1,pitfall,0
229,-1,-15.1,-1,-1,60000000,-1,-1,0.03201804843794356,-1,-1,-1,-1,pitfall,0
230,-1,-21.5,-1,-1,62000000,-1,-1,0.031061839805172495,-1,-1,-1,-1,pitfall,0
231,-1,-805.0,-1,-1,64000000,-1,-1,-0.08599901390984746,-1,-1,-1,-1,pitfall,0
232,-1,-222.5,-1,-1,66000000,-1,-1,0.001030912432206303,-1,-1,-1,-1,pitfall,0
233,-1,-17.3,-1,-1,68000000,-1,-1,0.031689351720428506,-1,-1,-1,-1,pitfall,0
234,-1,-60.3,-1,-1,70000000,-1,-1,0.02526482496899793,-1,-1,-1,-1,pitfall,0
235,-1,-27.0,-1,-1,72000000,-1,-1,0.030240098011384862,-1,-1,-1,-1,pitfall,0
236,-1,360.0,-1,-1,0,-1,-1,-0.0790142826228089,-1,-1,-1,-1,solaris,4
237,-1,112.0,-1,-1,2000000,-1,-1,-0.10137596479838418,-1,-1,-1,-1,solaris,4
238,-1,72.0,-1,-1,4000000,-1,-1,-0.10498268772992857,-1,-1,-1,-1,solaris,4
239,-1,0.0,-1,-1,6000000,-1,-1,-0.11147478900670849,-1,-1,-1,-1,solaris,4
240,-1,0.0,-1,-1,8000000,-1,-1,-0.11147478900670849,-1,-1,-1,-1,solaris,4
241,-1,0.0,-1,-1,10000000,-1,-1,-0.11147478900670849,-1,-1,-1,-1,solaris,4
242,-1,0.0,-1,-1,12000000,-1,-1,-0.11147478900670849,-1,-1,-1,-1,solaris,4
243,-1,0.0,-1,-1,14000000,-1,-1,-0.11147478900670849,-1,-1,-1,-1,solaris,4
244,-1,536.0,-1,-1,16000000,-1,-1,-0.06314470172401355,-1,-1,-1,-1,solaris,4
245,-1,56.0,-1,-1,18000000,-1,-1,-0.10642537690254633,-1,-1,-1,-1,solaris,4
246,-1,88.0,-1,-1,20000000,-1,-1,-0.1035399985573108,-1,-1,-1,-1,solaris,4
247,-1,1576.0,-1,-1,22000000,-1,-1,0.030630094496140806,-1,-1,-1,-1,solaris,4
248,-1,0.0,-1,-1,24000000,-1,-1,-0.11147478900670849,-1,-1,-1,-1,solaris,4
249,-1,386.0,-1,-1,26000000,-1,-1,-0.07666991271730504,-1,-1,-1,-1,solaris,4
250,-1,1992.0,-1,-1,28000000,-1,-1,0.06814001298420255,-1,-1,-1,-1,solaris,4
251,-1,1658.0,-1,-1,30000000,-1,-1,0.038023876505806825,-1,-1,-1,-1,solaris,4
252,-1,368.0,-1,-1,32000000,-1,-1,-0.07829293803650002,-1,-1,-1,-1,solaris,4
253,-1,1506.0,-1,-1,34000000,-1,-1,0.02431832936593811,-1,-1,-1,-1,solaris,4
254,-1,1382.0,-1,-1,36000000,-1,-1,0.013137488278150474,-1,-1,-1,-1,solaris,4
255,-1,938.0,-1,-1,38000000,-1,-1,-0.026897136261992347,-1,-1,-1,-1,solaris,4
256,-1,16.0,-1,-1,40000000,-1,-1,-0.11003209983409072,-1,-1,-1,-1,solaris,4
257,-1,1712.0,-1,-1,42000000,-1,-1,0.04289295246339176,-1,-1,-1,-1,solaris,4
258,-1,125.0,-1,-1,0,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,0
259,-1,142.5,-1,-1,2000000,-1,-1,-0.0016100999917237854,-1,-1,-1,-1,qbert,0
260,-1,122.5,-1,-1,4000000,-1,-1,-0.003114866339129192,-1,-1,-1,-1,qbert,0
